rsum gene_name
88 Gm13647
88 1700125G22Rik
88 Gm10961
88 Gm11846
88 Clcnka
88 Gm42604
88 Gm57255
88 C5ar1
88 Trim30e-ps1
88 Cuzd1
88 Gm47133
88 Ankrd36
88 Aldh3a1
88 Prl3a1
88 Gm11365
88 Gm41031
88 Gm2956
88 Phf11b
88 Gm41311
88 Gm56704
88 Gm50207
88 Sox3
87 Gm57148
87 Gm13344
87 Snai1
87 Ctcflos
87 C820005J03Rik
87 Gm11915
87 Hpdl
87 Gm57066
87 Gm57266
87 Nxpe5
87 Gm57303
87 3010003L21Rik
87 1700058P15Rik
87 Tph1
87 C230079O03Rik
87 Prr33
87 Helt
87 Gm45699
87 Gm40513
87 4930546K05Rik
87 Gsta2
87 Tacr2
87 Gm57335
87 6030468B19Rik
87 Gm26877
87 Gm40932
87 Gm36346
87 1700099I09Rik
87 Gm3373
87 Gm6878
87 Zfp957
87 Gm49198
87 Pheta2
87 Gm56642
87 Ms4a8a
87 Ms4a14
87 Mlana
87 Cyp26c1
86 Npbwr1
86 Lincmd1
86 Il2ra
86 2600006K01Rik
86 Sox18
86 Slc10a5
86 Gm56801
86 Gm57101
86 Gm57313
86 Gm32591
86 ENSMUSG00000121471
86 Gm39075
86 Lrrc8e
86 Gm15656
86 Gm45823
86 Irx3os
86 4930502A04Rik
86 Gm28182
86 Gm27224
86 Rtp3
86 Gm48324
86 4933428P19Rik
86 Gm57329
86 Tnk1
86 4930448F12Rik
86 Stmnd1
86 Gm56576
86 1700015C15Rik
86 Gm16243
86 Gm48050
86 Gm3005
86 Gm41118
86 D830044D21Rik
86 Ear1
86 Gm41290
86 Gm41300
86 4930405O22Rik
86 Tmem262
86 Gm36629
85 Gm13999
85 Gm36180
85 Cxcl11
85 Gm57298
85 Clec9a
85 Gm44366
85 Plbd1
85 Syngr4
85 Art5
85 Or52l1
85 Cyp2e1
85 Il17c
85 Gm57026
85 Gm57018
85 Ccr4
85 Gm47117
85 Gm47461
85 Or2y16
85 Asgr1
85 Krt23
85 Gm28156
85 Agr2
85 H2bc24
85 Gm34639
85 Gm11368
85 Serpinb6e
85 Slc6a19
85 1700023H06Rik
85 Or10g3
85 Defb42
85 1700022A22Rik
85 Gm20420
85 Gm49503
85 Bik
85 Gm56625
85 Gm49688
85 Gm27217
85 Gm28528
85 Gm31704
85 Siglec15
85 Gm17266
85 4930515L19Rik
84 Ihh
84 Gm37083
84 Gm14487
84 Gnat2
84 Rnf148
84 Gm44109
84 Gm44271
84 Ceacam3
84 Cd22
84 4921513I08Rik
84 Gm45012
84 Slc5a2
84 Gm45613
84 Gm29395
84 Fbxw25
84 Gm15934
84 Kera
84 4930507D10Rik
84 Gm11770
84 Cd7
84 Gm39473
84 Gm33630
84 4930431P03Rik
84 Psmb11
84 4930431P22Rik
84 Gpr84
84 Sstr5
84 Gm35031
84 Gm31294
84 Gm50284
84 Gm56649
84 Gm36914
84 Lipo2
84 Ffar4
84 Cldn34d
84 S100g
83 9530026F06Rik
83 Chrng
83 4930570N18Rik
83 Gm57421
83 Gm17096
83 Gm14321
83 Ampd1
83 Gm13063
83 Hsd17b13
83 Gm13837
83 4930404A12Rik
83 Vmn1r24
83 1700009C05Rik
83 Gm44837
83 Gm45355
83 3930402G23Rik
83 1700122E12Rik
83 1700030M09Rik
83 Gm4894
83 Gm47416
83 Gm48495
83 A230060F14Rik
83 Hal
83 Tgtp2
83 Prss38
83 Myh8
83 Gm34726
83 Gm16555
83 Gm15241
82 3830432H09Rik
82 Gm8773
82 1700095J07Rik
82 3300002P13Rik
82 2200002D01Rik
82 Gm45619
82 Gm29507
82 Zp2
82 Gm45671
82 Poteg
82 Gm56842
82 Gm17200
82 Sult3a1
82 A930033M14Rik
82 Wap
82 Gm32939
82 Gm10032
82 Tnfsf11
82 Gm34284
82 Gm41653
81 Gm37068
81 Gm28884
81 Klhl30
81 Gm15699
81 Gm26642
81 Cfhr2
81 Gm13618
81 Gm9913
81 Gm14055
81 Atg4a-ps
81 Gm57063
81 Kif2c
81 Zfp600
81 Nmu
81 5430427N15Rik
81 Spdye4b
81 Nup50l
81 Erfl
81 Prss23os
81 Gm45231
81 Gm44761
81 Gm45238
81 4930517N10Rik
81 Arhgap9
81 4933405E24Rik
81 Ccl4
81 Hmga1b
81 Serpina12
81 H4c12
81 H3c11
81 Gm26754
81 Gpr15lg
81 Actl9
81 Ankrd1
80 Mstn
80 Gm28342
80 Ctse
80 Gm32652
80 Gm14123
80 Tldc2
80 Spata25
80 Mup6
80 Gm12682
80 Gm19583
80 G930045G22Rik
80 Gm44081
80 Gm44570
80 Zg16
80 Myom2
80 E030037K01Rik
80 Gm56866
80 Gm47002
80 Gm33053
80 Skor1
80 Gm57003
80 Gm47708
80 Cyp27b1
80 2810471M01Rik
80 Gm57377
80 Trim58
80 Wnt3a
80 Ccl9
80 Gm48764
80 Rrm2
80 Gm47868
80 H1f3
80 Or5au1
80 Gm49439
80 Apol6
80 Gm56727
80 Tuba1c
80 Gm10503
80 1700030N03Rik
79 4930558J18Rik
79 Gm19582
79 Gm28209
79 4930527E20Rik
79 Ptk6
79 Slc25a54
79 Gm26544
79 2210414B05Rik
79 Gm35510
79 Gm12962
79 Pilra
79 Gm26738
79 Rasl2-9
79 Gm36864
79 4930402F11Rik
79 Gm44947
79 Or56a4
79 Apobr
79 Gm56853
79 4930540M03Rik
79 Gm39459
79 Gm40761
79 Gm12207
79 Gm57391
79 4930511A02Rik
79 Gpr65
79 Eci3
79 4930455M05Rik
79 Gm5084
79 Gm56564
79 Gm49123
79 Atp12a
79 Gata4
79 Gm48969
79 Slc15a1
79 Galnt6os
79 4930405D01Rik
79 Gm41517
79 Gm50269
79 Gm49874
79 1700031A10Rik
79 Or2h2
79 Mzb1
79 Gm53015
79 Gm50331
79 Gm29261
78 Gm57163
78 Gm57118
78 Ugt1a6a
78 4930439D14Rik
78 Cd244a
78 Hmga2-ps1
78 Gm13663
78 Gm2026
78 Nr1h5
78 Gm16213
78 4930519H02Rik
78 Psapl1
78 Gm42488
78 Tacstd2
78 Crxos
78 Pth2
78 4930533N22Rik
78 AI467606
78 Gm34096
78 Gm15600
78 Gm47698
78 Gm33843
78 Spem1
78 Chrne
78 Gm56521
78 Gm56541
78 Gm47902
78 1700062C10Rik
78 Pnp2
78 Prss55
78 Gm49166
78 Gm49745
78 Gm49801
78 Ubash3a
78 Gm17115
78 Myo7b
78 Gm31819
78 Gm42064
78 1700039E22Rik
78 Bmp15
78 F630028O10Rik
78 Fnd3c2
77 Gm28902
77 Gm28100
77 Rbm44
77 Otos
77 Slco6d1
77 Serpinb5
77 Ly9
77 Ifi211
77 Erich2os
77 Gm14011
77 Gm35585
77 Gm35066
77 Hrct1
77 Gm830
77 Hgfac
77 2310034O05Rik
77 Gm57321
77 Gm44674
77 Smim31
77 Gm45702
77 Crabp1
77 Gm57034
77 Gm36595
77 Nodal
77 5330439M10Rik
77 1700020D12Rik
77 Gm19990
77 Gm47489
77 Gm48510
77 4933401D09Rik
77 Muc21
76 Tmem182
76 Espnl
76 Cxcr4
76 Itpripl1
76 Hnf4aos
76 Gm6634
76 Gm16048
76 4930519L02Rik
76 Gm30487
76 Gm13012
76 Gm13645
76 Tlr6
76 Akr1d1
76 Gm42889
76 Gm45081
76 ENSMUSG00000121498
76 Gm44864
76 Gm32511
76 Ccer1
76 Serpinf2
76 Unc45bos
76 Gm11733
76 Gm47767
76 Gm48503
76 Gm30302
76 Smim32
76 2310005E17Rik
76 Gsdmc4
76 Gm30691
76 D730005E14Rik
76 Gm56711
76 Krt2
76 Gm45030
76 Trim15
76 4933435E02Rik
76 Gm37446
76 Gm14379
75 Gm4956
75 Gm37707
75 Gm57144
75 F13b
75 4930562F17Rik
75 Ifi209
75 1700056E22Rik
75 Banf2os
75 Zfp663
75 Gm11008
75 Gm16540
75 Tafa3
75 Gm12676
75 Gm36840
75 Cyp2b19
75 Arhgap33os
75 4931431B13Rik
75 Ifitm6
75 Gm31343
75 Gm45371
75 Triml2
75 Gm45774
75 ENSMUSG00000121430
75 4930563J15Rik
75 Psme2b
75 Cdrt4os1
75 1700020L24Rik
75 Sost
75 Gm15691
75 D930007J09Rik
75 Rac2
75 Gm17206
75 Gm41793
75 Gm17197
75 1700019N19Rik
74 Gm31406
74 1700026D11Rik
74 Ptx3
74 S100a5
74 Gm15441
74 Cym
74 Fam205a1
74 Pdzk1ip1
74 Cib4
74 4930566F21Rik
74 Gm13822
74 Lmod2
74 Dyrk4
74 Gm5901
74 4930505K13Rik
74 Gm30928
74 Nps
74 Or1ab2
74 Gm57005
74 Gm30786
74 Myh4
74 Ccdc200
74 4930557F10Rik
74 Gm56565
74 Gulo
74 Aqp6
74 A930003A15Rik
74 Gm49756
74 Tmprss2
74 Gm56895
73 4930568A12Rik
73 Il1rl1
73 Gm29538
73 Gm57185
73 Gm57441
73 1700057H21Rik
73 Or10ag58
73 Ccn5
73 Gm33051
73 Gm42209
73 Vmn2r6
73 Fam166c
73 Stbd1
73 Gm9932
73 Gm57274
73 Gm43091
73 Gm29638
73 Gm44702
73 4930505M18Rik
73 Gm6329
73 Gm27164
73 Fbxw18
73 Gm34425
73 Gm47078
73 Gm30963
73 1700020G17Rik
73 Gm57400
73 Gm56537
73 Gm16578
73 Gm10385
73 1700010B13Rik
73 Gm49470
73 Gm56613
73 1700029J03Rik
73 Tspo2
73 Gm29051
73 2900057B20Rik
73 Or10v9
73 Pof1b
72 Gm28178
72 Gm28856
72 Gm37634
72 Nr5a1os
72 Gm13490
72 Car1
72 Gm35065
72 1700030L20Rik
72 Gm17094
72 Pramel32
72 Kncn
72 Matn1
72 Slc30a2
72 Gm26519
72 Gm43950
72 Gm26554
72 Or7e166
72 E330023G01Rik
72 Gm29246
72 Gm47946
72 Gm56963
72 Qrich2
72 Gm11775
72 Gm35615
72 Gm48767
72 Gm15286
72 Il2rb
72 Gtsf2
72 Btnl12
72 Gm49092
72 Gm10505
72 Adgrf1
72 Frs3os
72 Gm50457
72 Ms4a20
72 A730046J19Rik
71 Il18r1
71 Akr1cl
71 A230020J21Rik
71 Gm11455
71 Lenep
71 Gm56792
71 0610025J13Rik
71 Slfnl1
71 Gm43177
71 Fam220a
71 Gm44174
71 5430401F13Rik
71 Gm45096
71 Mrgpra1
71 Gm45155
71 Igf2os
71 Gm56855
71 1700104B16Rik
71 Gm45576
71 Pou4f2
71 Prss50
71 Gm48773
71 Gm12162
71 Gm12195
71 Tcl1b2
71 Zbtb42
71 Gpx6
71 Gm32243
71 BB123696
71 Gm15290
71 Slc18a3
71 Gm41178
71 Gm4251
71 Gm49018
71 Gm10823
71 Ahcyl
71 Gm49714
71 Gata6
71 Gm50182
70 Gm15851
70 Gm37799
70 Zfp648
70 Slamf7
70 Gm37134
70 Tfap2c
70 4930412E21Rik
70 Mecomos
70 Gm35986
70 Gm12973
70 Gm831
70 Gm34648
70 Gm19719
70 Vmn1r34
70 9530053A07Rik
70 Dnajb13
70 4930583K01Rik
70 6330420H09Rik
70 8030455M16Rik
70 Gm26535
70 Gm30853
70 2610028H24Rik
70 Gm33543
70 Gm34777
70 D630029K05Rik
70 Lif
70 Epx
70 Gm47941
70 1700064M15Rik
70 Gm10739
70 Kbtbd6
70 Tnfrsf17
70 Rnf151
70 9630028I04Rik
70 Rab44
70 Or14j3
70 Or14j10
70 A330094K24Rik
70 Gm56648
70 Gm21060
69 Tor4a
69 BC107364
69 Gm43244
69 Gm11482
69 Dmrta1
69 Gm12974
69 Cela2a
69 Steap4
69 Cct8l1
69 Cryba4
69 Hnf1a
69 Tfpi2
69 Gm33318
69 Gm44202
69 Gm4640
69 Gm57249
69 Muc16
69 Gm47392
69 Vgll2
69 Gm32688
69 Gm17745
69 4933411E08Rik
69 Gm12031
69 Haspin
69 Wfdc18
69 Gm34894
69 Gm46376
69 Gm47360
69 Gm31219
69 Or2t1
69 Adamdec1
69 Gm49729
69 Gm29904
69 B230214G05Rik
69 AI661453
69 Ptprcap
69 Gm35268
69 Gm29946
69 Gpr143
69 Gm15232
68 Slamf9
68 Or6y1
68 Gm37280
68 Gm14488
68 Fsip2
68 Gm13977
68 Gm26850
68 Hsd3b1
68 Gm12406
68 Tmem269
68 Aym1
68 Gm9936
68 Gm34333
68 Or6z1
68 Qprt
68 Ucn2
68 Gm57030
68 Gm40650
68 Il23a
68 Gm11967
68 Gm57413
68 2410004I01Rik
68 4933434M16Rik
68 9930038B18Rik
68 Gm17033
68 4930528D03Rik
68 A1bg
68 T
68 BC051537
68 Gm50333
68 Gm56879
68 Gm7030
68 1700061H18Rik
68 4930445N18Rik
68 Drr1
67 Gm5833
67 Gm13388
67 Gm57430
67 Gm13632
67 Bub1
67 Gm37256
67 Chil6
67 Gm12493
67 Gm15979
67 Gm13066
67 Gm45738
67 Prss43
67 Gm40770
67 2310065F04Rik
67 Dlx4
67 Gm56545
67 Akr1c13
67 H4c11
67 Gm33489
67 Gm15512
67 Gm30246
67 Timm8a2
67 Armc12
67 Gm50162
67 Gm35460
66 Mgat4e
66 Gm48908
66 Or10ag57
66 1700017G19Rik
66 Gm3513
66 Gm46851
66 Skint8
66 Hcar1
66 Septin14
66 Gm43298
66 Gm56927
66 Gm44105
66 Klrb1
66 Ldhc
66 Gm38143
66 Gm5602
66 Capns2
66 Gm47633
66 Cilp
66 Gm57055
66 Gm37401
66 Gm36065
66 Gm47725
66 Aurkb
66 Gm32296
66 H2bc11
66 Gm11376
66 Gm28651
66 Or10g3b
66 Sftpc
66 Gpr20
66 Gm49748
66 Gm18870
66 Vmn2r95
66 Vmn2r97
66 Gstp2
66 Mbl2
65 Gm29529
65 A730004F24Rik
65 Gm14210
65 Gm39993
65 Lrat
65 Gm57093
65 8030443G20Rik
65 4933421A08Rik
65 Gm42854
65 Gm54310
65 Nlrp10
65 Gm39149
65 Gm45370
65 Gm45359
65 Podnl1
65 Nr2e3
65 Gm28731
65 Gm2396
65 4930579C12Rik
65 4930556N09Rik
65 Gm56962
65 Gm57384
65 9530020I12Rik
65 Nkx2-9
65 5830428M24Rik
65 Gm56551
65 Gm40910
65 Gm48194
65 9230112D13Rik
65 Gm15555
65 Gm36587
65 Treml1
65 Gm41669
65 Lox
65 Rbfaos
65 Gm30042
65 Rln1
64 Gm29152
64 Abcb11
64 Prdx6b
64 Aplnr
64 Gm14271
64 Dnase2b
64 Gm57088
64 Asb10
64 Gm16064
64 Gm57253
64 Igkc
64 Gm1070
64 4930512J16Rik
64 Gm45472
64 BC049987
64 4930461G14Rik
64 Gm26564
64 5730435O14Rik
64 Gm36208
64 Gm57396
64 Gm12272
64 Gm12320
64 Hsd17b1
64 Notumos
64 Gm48762
64 5430401H09Rik
64 Gm26583
64 1700066J03Rik
64 3110015C05Rik
64 Gm34678
64 Gm49544
64 Tnfsf9
64 Ska1
64 Gm46658
63 Gm11608
63 Ifi206
63 Platr3
63 Gm14223
63 Gm14243
63 5031425F14Rik
63 Gm57440
63 Bcas1os1
63 Gm43189
63 Gm42678
63 4933427I04Rik
63 Tlr12
63 Gm10300
63 Pla2g2d
63 Padi6
63 Gm15611
63 Fancd2os
63 Cblc
63 Acp4
63 Or56b1
63 Gm45267
63 Gm45368
63 Gm32052
63 Gm45639
63 Cmtm1
63 Gm3830
63 Foxl2
63 Gm31904
63 Gm48722
63 Gm48057
63 Gm40709
63 Gm12714
63 Gsg1l2
63 Dgkeos
63 Kif18b
63 Serpinb1c
63 Apol7e
63 Nr1i2
63 Gm20442
63 Gm26865
63 Or4d11
63 Rhox8
62 Qrfp
62 Gm13485
62 Slc52a3
62 4930470P17Rik
62 Asic5
62 Gm12506
62 Tnfsf15
62 Foxd2
62 Gm57092
62 Clec1b
62 Lilra5
62 Lgals7
62 Gm16282
62 Hamp
62 Fxyd3
62 Lyve1
62 Gm39154
62 Msr1
62 Mtnr1b
62 Angptl8
62 Mst1
62 Gm10030
62 Gm56953
62 Gm11399
62 Gm57348
62 Gm46349
62 Gm47695
62 Or2b7
62 Gm48732
62 4930526H09Rik
62 Gm4278
62 Gm56693
62 Gm56722
62 Gm46519
62 Gm671
62 Slc51a
62 Casp16
62 H2-Ob
62 Cd70
62 Gm56504
62 Gm14662
61 Spp2
61 Platr1
61 Gm57473
61 Gm13727
61 Elf5
61 Trp53tg5
61 Birc7
61 Zyg11a
61 Cldn19
61 Tfec
61 Gm43293
61 Gm43936
61 Gm56978
61 Gm57217
61 Gm57203
61 Ntf5
61 0610006L08Rik
61 5330411O13Rik
61 Gm45889
61 Gm32540
61 Gm2814
61 Gm42031
61 Or8c9
61 Gm48945
61 4930524O08Rik
61 Gm48654
61 Mfsd4b2
61 Gm47593
61 Gm12257
61 Zfp286os
61 Gm57330
61 Gpr132
61 Gm49292
61 4930432J09Rik
61 Slc30a8
61 Tmem207
61 Gm49901
61 Gm56888
61 Glyat
61 Gm50212
61 Pitx3
61 Tex16
60 Pard3bos2
60 Gm28040
60 Gm19497
60 Rag2
60 4933427J07Rik
60 Rmrp
60 Gm12688
60 Ccdc121
60 Gm43838
60 Hopxos
60 Tmem184a
60 Klre1
60 Gm15543
60 Ceacam9
60 Gm34419
60 Gm56854
60 Ooep
60 ENSMUSG00000121326
60 Gm47221
60 Avpr1a
60 Gm12022
60 Gm57381
60 Gm30411
60 Trdc
60 Gm15945
60 Gm26626
60 Gm46606
60 Gm30794
60 Epcam
60 Gm19956
60 Tbx22
59 4933417E11Rik
59 A630095N17Rik
59 9330162B11Rik
59 AA467197
59 Gm14235
59 4930539M17Rik
59 Gm42468
59 Rnf212
59 Gm43136
59 Gm15406
59 Vmn1r22
59 Gm45144
59 Trim30b
59 Gm45489
59 5430403N17Rik
59 Ccl22
59 Gm20735
59 Piwil4
59 Gm45897
59 Gm16229
59 1700061J23Rik
59 Gm12204
59 Gm2270
59 Gm35326
59 Serpina3g
59 Gm36757
59 Gm48444
59 Gm48548
59 Hsd17b3
59 A530095I07Rik
59 Gm52147
59 Trac
59 Gm41177
59 Gm9922
59 Agxt2
59 Or10ad1b
59 Gm49655
59 Gm32113
59 Kcne1l
58 Gm15457
58 Gm34066
58 Gm29539
58 Gm2453
58 9430024E24Rik
58 Gm38389
58 Gm13431
58 Fcrl5
58 Gm42538
58 4930512P04Rik
58 Gm4861
58 Gm57085
58 Catsper4
58 Gm43825
58 Or9a4
58 Gm36582
58 Vmn1r86
58 Gm44700
58 Or52p1
58 Gm45864
58 Gm36670
58 Ces1f
58 Gm48716
58 6720432D03Rik
58 Gm48023
58 Gm16222
58 Gm47343
58 Gm57410
58 Nos2
58 Ush1g
58 9130015A21Rik
58 6030440G07Rik
58 Gm47511
58 Gm56581
58 Defb30
58 Gm56621
58 Gm56886
58 Trem3
58 Tmem252
58 Gata1
57 Gm15668
57 Rufy4
57 Cryba2
57 A430034D21Rik
57 Gm13449
57 Gm13652
57 1700060C20Rik
57 1700060J05Rik
57 Gm49891
57 Gm45901
57 Psg17
57 Gm38979
57 Gm57230
57 Gm44893
57 Tmed6
57 Gm29961
57 2010001M07Rik
57 Gm47769
57 Mfsd4b3-ps
57 Gm56958
57 AI662270
57 Gm10465
57 Gm47766
57 4930465M20Rik
57 D230030E09Rik
57 Gm30409
57 Bhmt
57 Gm32351
57 Gm10734
57 D330046F09Rik
57 Gm1587
57 Gm48954
57 Cyp11b1
57 Slc9c1
57 Gm15821
57 Runx2os3
57 Gm36200
57 Treml2
57 Gm10556
57 Gm50437
57 Rtl9
56 Or6p1
56 Pjvk
56 Actl10
56 Gm14637
56 Gm46828
56 Gm57105
56 Epha2
56 Vmn1r32
56 Clec2f
56 Gm45715
56 Gm44633
56 Or52x1
56 Lmntd2
56 Gm15898
56 Gm48387
56 Tdgf1
56 H60b
56 Gm16217
56 Gm11998
56 Cd300lb
56 Gm40909
56 Spata31d1d
56 Gm9752
56 Gm17105
56 1700024B05Rik
56 Gm28221
56 Krt73
56 Ccdc188
56 Gm31814
56 Gm41639
56 0610012D04Rik
56 Gm50084
56 Ms4a12
55 ENSMUSG00000121389
55 Gm10636
55 Gm12405
55 Gm42524
55 4930519G04Rik
55 Cd8b1
55 Gm15634
55 Nxnl1
55 Gm21817
55 Gm45391
55 Gm56871
55 Or7g23
55 Gm32171
55 Treh
55 Tmem89
55 Ifi47
55 Ccl12
55 Igf2bp1
55 Vmn1r188
55 Or10g1
55 Gm16006
55 Gm49431
55 Gm49662
55 Gm49574
55 Pxt1
55 1810014P07Rik
55 Gm49976
55 Gm56636
55 Gm34517
54 Gm9898
54 Gm57165
54 Gm15392
54 Teddm1a
54 1700065J18Rik
54 Gm14978
54 Aknaos
54 Gm40292
54 Fscn3
54 Or9a7
54 Klrb1a
54 Gm36159
54 F730035P03Rik
54 Gm10283
54 Trim42
54 4930545L08Rik
54 Gm56949
54 Ccdc42
54 Ccl3
54 Gm57393
54 Gm34047
54 Bdkrb1
54 Gm6526
54 Gm34684
54 Or1o4
54 Capn13
54 Gm50011
54 ENSMUSG00000121418
54 4930453H23Rik
54 Uba1y
53 Gm28857
53 Il10
53 Lhx3
53 Dbh
53 4930528P14Rik
53 Emilin3
53 Gm36211
53 Gm57098
53 Gbp10
53 Ocm
53 Opn1sw
53 Gm56974
53 Gm45121
53 Gm15582
53 4933416M07Rik
53 Gm45627
53 Cldn23
53 Gm27159
53 Gm57021
53 Il22
53 4930597A21Rik
53 Slc36a3
53 Gm11729
53 Gm49698
53 Gpx2
53 3110009F21Rik
53 BC001981
53 Tm4sf19
53 Gm10184
53 Gm50130
53 Ndufb4b
53 Gm50330
53 Atp1b4
52 Xkr9
52 Clic3
52 4930517E11Rik
52 Procr
52 Gm43729
52 9530052C20Rik
52 AI606473
52 Spaca1
52 Gm32051
52 1700041I07Rik
52 Gm20685
52 Gm38843
52 Clec4a1
52 Gm36694
52 Gm45437
52 Mesp2
52 Odf3
52 Tktl2
52 9530004M14Rik
52 Cdh16
52 Gm47501
52 Gm48021
52 Slc5a4a
52 Gm57362
52 H1f5
52 Btn1a1
52 Gm56617
52 Gm34276
52 Gm10732
52 Mat1a
52 Gm46516
52 Gm49576
52 Pou1f1
52 Gm36169
52 Gm35576
52 Acer1
52 Gm50149
52 Gm50356
52 Itprip
52 Gm50285
51 Ugt1a7c
51 2810442N19Rik
51 Gm36937
51 Gm13346
51 Gm13660
51 Gm13954
51 Gm9054
51 Kank4os
51 Gm43391
51 Areg
51 1700010H22Rik
51 Gm16120
51 Gm34470
51 1700065L07Rik
51 Gm44117
51 AI314278
51 Gm15353
51 ENSMUSG00000121424
51 Gm57046
51 Gm28289
51 Gm17455
51 Gm57004
51 Leap2
51 Gm16013
51 Gm36634
51 Prl2c3
51 Gm47040
51 Gm36644
51 Gm15829
51 Gm26838
51 Gm49808
51 Gm49946
51 Gm31143
51 1700001G01Rik
51 Gfra3
51 D030046N08Rik
51 Catsper1
51 Tspy-ps
50 Gm5099
50 Rgs18
50 AA387200
50 Gm38246
50 Adh1
50 Gm34866
50 Skint7
50 Gm57127
50 Gm26716
50 4931431C16Rik
50 Gm3289
50 Fezf1
50 Gm13848
50 Or2r3
50 Gm9008
50 Obox3
50 Klk11
50 2010110E17Rik
50 Slc6a2
50 Gm27011
50 Gm57024
50 Gm39348
50 BC043934
50 Gm33332
50 Mfsd4b5
50 Gm12144
50 Acap1
50 Clec10a
50 Gm47752
50 Gm48556
50 Gm41030
50 Gm19301
50 Gm32764
50 G930009F23Rik
50 Gm49607
50 Gm26800
50 Gm29966
50 4931439C15Rik
50 Tesl1
50 Cldn34c4
49 Gm28722
49 Pdcd1
49 D830032E09Rik
49 Gm10535
49 Fcnb
49 Terb2
49 1700030C14Rik
49 Fer1l4
49 E130018N17Rik
49 Cyp24a1
49 Gm14409
49 Gm32496
49 Adad1
49 Gm20750
49 Bglap
49 Gm43714
49 Aknad1
49 Clca3b
49 Gm35137
49 Pramel17
49 Gm16110
49 Epgn
49 1700123K08Rik
49 Gm57258
49 Gm30842
49 Vmn2r38
49 Obox1
49 Erich4
49 4930451I11Rik
49 Gm44850
49 Gm56824
49 Gm5916
49 Gm47795
49 Gm39388
49 A4gnt
49 Gm4489
49 Ccdc201
49 Fabp6
49 Gm11527
49 Gcgr
49 Gm48607
49 Gm26709
49 Gm40916
49 Nt5el
49 Arl11
49 Gm49455
49 Tprg
49 Themis3
49 Gm41611
49 Abcg8
49 Gm31912
48 Serpinb7
48 Gm28512
48 Pla2g4d
48 Il1bos
48 Gm14102
48 Ifnk
48 Gm12484
48 4930456L15Rik
48 Galntl5
48 Gm31363
48 Bhlha15
48 Sult2a7
48 Siglecf
48 Siglece
48 Gm44773
48 Acsm4
48 Gm15677
48 F7
48 Tssk6
48 Gm20529
48 Lyz1
48 Gm38403
48 Lyzl6
48 Gm48311
48 D13Ertd608e
48 Gm26650
48 Gm49224
48 1700010G06Rik
48 Spatc1
48 Gm5678
48 Gm550
48 Gm10053
48 Zfy1
48 ENSMUSG00000079800
47 Gm33667
47 4930500M09Rik
47 Capn8
47 Gm57171
47 Gm57451
47 Gm13405
47 Siglec1
47 Hormad1
47 Cd2
47 Gm42697
47 Gm43447
47 Gm12867
47 Gm572
47 Tmem233
47 1700012C14Rik
47 Gm13861
47 Igkv6-20
47 4930540M05Rik
47 Gm44067
47 Gm15767
47 Or10am5
47 Vmn1r183
47 Chp2
47 Tnnt3
47 1700015I17Rik
47 Lrrc25
47 Or7e177
47 1810064F22Rik
47 4933422A05Rik
47 Ltf
47 Ccrl2
47 Gm48486
47 Gm26576
47 Or7a41
47 Gm36440
47 H2bc26-ps
47 Cldn7
47 Cfap97d1
47 Gm49371
47 Gm47397
47 ENSMUSG00000121353
47 4921525O09Rik
47 Gm35217
47 Gm56752
47 BC048602
47 Gm41322
47 9330154K18Rik
47 Ptx4
47 Gm56907
47 Gm56502
47 Gm9955
47 Gm36315
47 9130209A04Rik
47 Or5an9
47 Gm34808
47 Ch25h
47 Elovl3
46 Gm12869
46 Gm57079
46 Gm43567
46 Gm10858
46 Vmn1r29
46 9130221F21Rik
46 Gm44581
46 Vmn1r55
46 Galp
46 EU599041
46 Myod1
46 Mrgprf
46 Gm39158
46 Apela
46 1810008B01Rik
46 Fut4
46 Or8b35
46 Gm19569
46 Gm47738
46 Gm47015
46 Odf3l2
46 Gm11946
46 Gm20394
46 H4c18
46 Gm48170
46 A930014D07Rik
46 Mipepos
46 4930474H20Rik
46 Psca
46 Gm49750
46 Adgrg7
46 Tulp1
46 Or2h1
46 Treml4
46 Gm50260
46 Gm32548
46 Or5b106
46 Gm50348
46 Gm19557
46 Gm56687
45 Lgsn
45 4930521E06Rik
45 Slc34a3
45 Ppp1r14d
45 Defb23
45 Gm14249
45 4930425O10Rik
45 Gm43613
45 Gm16325
45 Aqp7
45 D630039A03Rik
45 Gm57072
45 Skint9
45 Tex38
45 1700021N21Rik
45 Gm57106
45 Cfap107
45 Gm52713
45 Gm42764
45 Gm26560
45 Grifin
45 4933425D22Rik
45 Vmn1r33
45 Gm44123
45 Gm57197
45 Platr32
45 Ifitm5
45 Gm39119
45 Gm38414
45 Gm35521
45 Gm32568
45 Gm39204
45 Gm45538
45 Gm27166
45 Or8g4
45 Fbxw13
45 Gm48427
45 4930477N07Rik
45 Aipl1
45 Gm11690
45 Foxa1
45 Gm10425
45 Ltb4r2
45 4930556J02Rik
45 Gm27222
45 Gm49240
45 Slurp1
45 Ly6d
45 Gm15657
45 Retnla
45 Hs3st6
45 Clpsl2
45 Gm56894
45 Prph2
45 AU016765
45 Gm50395
45 Slc22a20
44 Gm28782
44 Mettl21e
44 Gm11587
44 A530053M12Rik
44 5330411J11Rik
44 Gm42809
44 Gm15444
44 Gm40304
44 Gm57322
44 Cldn3
44 Zp3
44 4930500F04Rik
44 Or6z6
44 Vmn2r44
44 Sult2a2
